SOURCE DOMAIN,TARGET DOMAIN
cwu.edu,uwsuper.edu
urich.edu,wustl.edu
deltast.edu,uci.edu
coastal.edu,kumc.edu
tusk.edu,northern.edu
calpoly.edu,harvard.edu
websteruniv.edu,anselm.edu
esf.edu,bible.edu
sju.edu,nku.edu
sjcme.edu,uca.edu
mcneese.edu,etsu-tn.edu
westminster.edu,unh.edu
cornell-iowa.edu,hood.edu
utdallas.edu,wts.edu
mwsc.edu,bennington.edu
uky.edu,wittenberg.edu
upenn.edu,dne.wvnet.edu
uth.tmc.edu,uwstout.edu
eku.edu,mwsc.edu
nmu.edu,messiah.edu
westal.edu,colby.edu
ecu.edu,lycoming.edu
haskell.edu,cornell-iowa.edu
pepperdine.edu,gac.edu
umassd.edu,pomona.edu
uwstout.edu,jbc.edu
wmc.edu,nsu.edu
shu.edu,gac.edu
jsums.edu,dowling.edu
kumc.edu,shsu.edu
berea.edu,baldwinw.edu
mercy.edu,uwrf.edu
ucsb.edu,utoledo.edu
allencol.edu,lemoyne.edu
umd.umich.edu,sdsmt.edu
syr.edu,kumc.edu
npcts.edu,uwec.edu
fhsu.edu,bowdoin.edu
wku.edu,wm.edu
asu.edu,shu.edu
csupomona.edu,fortlewis.edu
skidmore.edu,mcw.edu
crk.umn.edu,csbsju.edu
tju.edu,monmouth.edu
sarasota.fl.us,cbu.edu
bryant.edu,fit.edu
emmanuel.edu,udc.edu
ggu.edu,lincoln.edu
wsu.edu,dbq.edu
cwru.edu,uindy.edu
dsu.edu,rochester.edu
stcloud.msus.edu,usc.edu
iastate.edu,wpi.edu
iusb.indiana.edu,drexel.edu
oakland.edu,mcg.edu
hendrix.edu,uiowa.edu
baylor.edu,mu.edu
gallaudet.edu,northern.edu
thomas.edu,hartford.edu
bradley.edu,alverno.edu
utoledo.edu,ogi.edu
beaver.edu,umsmed.edu
alfred.edu,bhsu.edu
bard.edu,lsu.edu
csc.edu,usu.edu
bethel.edu,jbc.edu
winthrop.edu,bsu.edu
umassp.edu,uvm.edu
bgsu.edu,elon.edu
newberry.edu,rmc.edu
bentley.edu,clarke.edu
umassp.edu,uwyo.edu
sdstate.edu,evansville.edu
shorter.edu,poly.edu
ugf.edu,unc.edu
sbuniv.edu,rice.edu
cmich.edu,brenau.edu
keene.edu,ucf.edu
rochester.edu,pembroke.edu
uwsa.edu,iupui.edu
widener.edu,uvm.edu
csustan.edu,brynmawr.edu
hsc.edu,usf.edu
tcu.edu,mercer.peachnet.edu
unc.edu,monmouth.edu
wfu.edu,sangamon.edu
ecsu.ctstateu.edu,fontbonne.edu
elon.edu,transy.edu
csun.edu,msstate.edu
uncg.edu,njit.edu
sjca.edu,jmu.edu
bemidji.msus.edu,NCCU.edu
usmma.edu,uc.edu
wesley.edu,mwsu.edu
clarku.edu,cuc.edu
bhsu.edu,jsu.edu
runet.edu,unc.edu
binghamton.edu,metro.inter.edu
olemiss.edu,udc.edu
stcloud.msus.edu,csopp.edu
bsu.umd.edu,simpson.edu
bsu.umd.edu,udallas.edu
byu.edu,umt.edu
peru.edu,harding.edu
clemson.edu,pacificu.edu
uah.edu,babson.edu
mercy.edu,centre.edu
alasu.edu,msmc.edu
centre.edu,hope.edu
Peace.edu,saintjoe.edu
eosc.osshe.edu,mcu.edu
drew.edu,marietta.edu
eosc.osshe.edu,uchaswv.edu
harding.edu,creighton.edu
bethelks.edu,cgs.edu
ucsb.edu,bennington.edu
uofs.edu,edinboro.edu
sdsmt.edu,ucsc.edu
wtamu.edu,alverno.edu
arbor.edu,muw.edu
cmc.edu,juniata.edu
clarion.edu,emerson.edu
ups.edu,goshen.edu
dillard.edu,sewanee.edu
ttuhsc.edu,utoledo.edu
sdsmt.edu,mwc.edu
twsu.edu,bible.edu
ukans.edu,northeastern.edu
tcu.edu,daemen.edu
ju.edu,iona.edu
ecok.edu,uwosh.edu
fsu.umd.edu,middlebury.edu
ufl.edu,wmwoods.edu
ici.edu,shsu.edu
southwest.msus.edu,uc.edu
presby.edu,univnorthco.edu
ecok.edu,smcks.edu
unc.edu,pacificu.edu
uwyo.edu,messiah.edu
mtech.edu,uiu.edu
wilmington.edu,vic.edu
meredith.edu,wwu.edu
binghamton.edu,uah.edu
vjc.edu,regis.edu
purdue.edu,orst.edu
kwu.edu,snu.edu
marymt.edu,sdsmt.edu
wwc.edu,montana.edu
taiu.edu,lcsc.edu
utm.edu,nmu.edu
philacol.edu,plu.edu
alfred.edu,rockhurst.edu
rice.edu,cc.colorado.edu
utep.edu,lgc.peachnet.edu
luther.edu,stmartin.edu
bethany.edu,nu.edu
goucher.edu,northern.edu
cord.edu,luthersem.edu
utoledo.edu,pacificu.edu
emu.edu,jbc.edu
csudh.edu,lsu.edu
snu.edu,udel.edu
dominican.edu,ursinus.edu
dsc.edu,fairmont.wvnet.edu
conncoll.edu,utampa.edu
wlsc.wvnet.edu,jsu.edu
mcu.edu,csudh.edu
sunyit.edu,uchicago.edu
mtech.edu,ambassador.edu
bluffton.edu,lincoln.edu
berklee.edu,uophx.edu
barry.edu,rpi.edu
pvamu.edu,okbu.edu
sarasota.fl.us,usi.edu
syr.edu,purdue.edu
ucdavis.edu,ncwc.edu
fsc.edu,uakron.edu
suu.edu,purduenc.edu
cornell.edu,taftu.edu
csus.edu,semo.edu
yale.edu,cgs.edu
northeastern.edu,colorado.edu
usd.edu,mu.edu
sshechan.edu,susqu.edu
unm.edu,ukans.edu
alfredtech.edu,cmc.edu
carleton.edu,mum.edu
lcsc.edu,swac.edu
wnmu.edu,middlebury.edu
nps.navy.mil,uu.edu
fuller.edu,uci.edu
mercer.peachnet.edu,oswego.edu
stevens-tech.edu,vic.edu
ycp.edu,monmouth.edu
dana.edu,nmu.edu
plymouth.edu,stvincent.edu
potsdam.edu,umf.maine.edu
uor.edu,indstate.edu
iup.edu,newhaven.edu
wvu.edu,wesley.edu
uwrf.edu,centre.edu
baldwinw.edu,augsburg.edu
une.edu,georgetown.edu
wiu.edu,hawaii.edu
nhc.edu,jbc.edu
rhodes.edu,dana.edu
wnmu.edu,reed.edu
usouthal.edu,artic.edu
farmingdale.edu,philacol.edu
umass.edu,gallaudet.edu
farmingdale.edu,lmu.edu
ucsd.edu,uhh.hawaii.edu
csusb.edu,sct.edu
calpoly.edu,wilpaterson.edu
montreat.edu,umassp.edu
stu.edu,bethelks.edu
ufl.edu,ucsd.edu
vmi.edu,ozarks.edu
skc.edu,samford.edu
goshen.edu,iusb.indiana.edu
unm.edu,southwest.msus.edu
jcsu.edu,gwu.edu
usu.edu,fredonia.edu
hamline.edu,greenleaf.edu
stthomas.edu,lasierra.edu
taiu.edu,devrycols.edu
uofs.edu,antiochla.edu
stcloud.msus.edu,westmont.edu
depauw.edu,southwest.msus.edu
usouthal.edu,csufresno.edu
champlain.edu,stcloud.msus.edu
cofc.edu,sau.edu
bradley.edu,csc.vsc.edu
fgcu.edu,stanford.edu
mckenna.edu,panam.edu
misu.nodak.edu,dbu.edu
sjcme.edu,mcw.edu
bluffton.edu,etown.edu
hanover.edu,sdstate.edu
drury.edu,cc.colorado.edu
wcula.edu,wjc.edu
lgc.peachnet.edu,marshall.edu
acusd.edu,cmc.edu
shawnee.edu,rhodes.edu
bard.edu,uwlax.edu
weber.edu,mtu.edu
bethelks.edu,uthct.edu
rpi.edu,valpo.edu
saintjoe.edu,ashland.edu
enmu.edu,lacollege.edu
simmons.edu,southern.edu
uamont.edu,otterbein.edu
emporia.edu,skc.edu
umassp.edu,hmc.edu
williams.edu,smumn.edu
umt.edu,tsufl.edu
clarke.edu,stmarys-ca.edu
uog.edu,caltech.edu
oxy.edu,nlu.edu
utmdacc.uth.tmc.edu,shc.edu
benedictine.edu,sdsmt.edu
ccsu.ctstateu.edu,southwest.msus.edu
mercy.edu,afit.af.mil
potsdam.edu,ohiou.edu
clarion.edu,lrc.edu
wesley.edu,stetson.edu
usiu.edu,lsu.edu
isu.edu,uga.edu
unh.edu,latech.edu
Peace.edu,oberlin.edu
wku.edu,ccu.edu
trincoll.edu,regis.edu
wsc.mass.edu,erau.edu
augsburg.edu,uc.edu
mc.edu,oswego.edu
ogi.edu,lacollege.edu
coker.edu,mum.edu
widener.edu,monterey.edu
canisius.edu,tsufl.edu
thomasmore.edu,mwsu.edu
saintmarys.edu,smumn.edu
uofs.edu,nhc.edu
lgc.peachnet.edu,fsc.edu
auc.edu,gallaudet.edu
baldwinw.edu,wisc.edu
angelo.edu,stjohns.edu
central.edu,wpi.edu
lclark.edu,ric.edu
auburn.edu,cornell.edu
quincy.edu,csuohio.edu
antiochne.edu,southwest.msus.edu
benedictine.edu,ohio-state.edu
aquinas.edu,williams.edu
mcm.acu.edu,chapman.edu
pdx.edu,mtu.edu
hunter.cuny.edu,tufts.edu
sjc.edu,ucsb.edu
lrc.edu,uconn.edu
udc.edu,nku.edu
syr.edu,hofstra.edu
iupui.edu,llu.edu
peru.edu,stetson.edu
ipfw.indiana.edu,gasou.edu
westmont.edu,evansville.edu
wku.edu,dowling.edu
uvi.edu,bbc.edu
uwrf.edu,mtholyoke.edu
brenau.edu,rpi.edu
gmu.edu,sage.edu
smcvt.edu,seattleu.edu
umfk.maine.edu,devry.edu
wnec.edu,newhaven.edu
monm.edu,odu.edu
mtholyoke.edu,pacificu.edu
ccsu.ctstateu.edu,millikin.edu
ua.edu,lemoyne.edu
armstrong.edu,millikin.edu
acusd.edu,wmich.edu
cityu.edu,uwlax.edu
mum.edu,mcg.edu
sewanee.edu,ucf.edu
lacollege.edu,fsu.umd.edu
uc.edu,mckenna.edu
uwec.edu,sapc.edu
virginia.edu,cobleskill.edu
mursuky.edu,howard.edu
calpoly.edu,cuc.edu
eosc.osshe.edu,dbq.edu
binghamton.edu,beloit.edu
css.edu,fau.edu
esf.edu,drexel.edu
wuacc.edu,mcg.edu
uga.edu,malone.edu
lrc.edu,slc.edu
bsu.edu,bates.edu
ncat.edu,wts.edu
uidaho.edu,udel.edu
tusk.edu,csufresno.edu
goucher.edu,sdsmt.edu
aquinas.edu,baldwinw.edu
holycross.edu,millikin.edu
bethelks.edu,byu.edu
iastate.edu,aurora.edu
sunysb.edu,smcks.edu
uwsa.edu,taiu.edu
fresno.edu,msstate.edu
lsc.vsc.edu,sjc.edu
umbc.edu,pcci.edu
tcu.edu,iona.edu
nmt.edu,twu.edu
ithaca.edu,caltech.edu
ucsb.edu,virginia.edu
uwyo.edu,yu.edu
colsouth.edu,wsc.mass.edu
armstrong.edu,uog.edu
css.edu,kutztown.edu
southern.edu,kenyon.edu
depaul.edu,uoregon.edu
jones.edu,jc.edu
bowdoin.edu,pacificu.edu
mwsu.edu,centre.edu
bcm.tmc.edu,ohiou.edu
emich.edu,mcrest.edu
udc.edu,coastal.edu
siue.edu,warren-wilson.edu
iit.edu,ollusa.edu
sfcpa.edu,washcoll.edu
wofford.edu,csuchico.edu
newberry.edu,hmc.edu
jmu.edu,skc.edu
uoregon.edu,udallas.edu
smcvt.edu,philacol.edu
csupomona.edu,unc.edu
umpi.maine.edu,utb.edu
moorhead.msus.edu,tucsonu.edu
bard.edu,shawnee.edu
esu.edu,ccu.edu
ncbc.edu,lunet.edu
tufts.edu,uhh.hawaii.edu
du.edu,drexel.edu
usuhs.mil,uophx.edu
hastings.edu,stcloud.msus.edu
westminster.edu,lamar.edu
vancouver.wsu.edu,udel.edu
ipfw.indiana.edu,centre.edu
mcrest.edu,uwm.edu
grin.edu,howard.edu
sdstate.edu,sc.edu
tabor.edu,ua.edu
wsc.colorado.edu,pembroke.edu
sarasota.fl.us,judson.edu
bc.edu,bgsu.edu
kwu.edu,pembroke.edu
bucknell.edu,quincy.edu
uoregon.edu,simons-rock.edu
reed.edu,mcneese.edu
umsmed.edu,runet.edu
umkc.edu,friends.edu
peru.edu,widener.edu
college.antioch.edu,tesc.edu
ufl.edu,cameron.edu
mancol.edu,ogi.edu
bsu.umd.edu,utmb.edu
nwmissouri.edu,ab.umd.edu
odc.edu,jcsu.edu
njit.edu,npcts.edu
auburn.edu,gfc.edu
mwsc.edu,seattleantioch.edu
cuny.edu,kumc.edu
usc.edu,uc.edu
hpu.edu,uog.edu
mckenna.edu,samford.edu
marietta.edu,drury.edu
cc.colorado.edu,sjca.edu
sau.edu,sunyit.edu
nwu.edu,sunycentral.edu
msu.edu,wpi.edu
jones.edu,rice.edu
fortlewis.edu,nhc.edu
holycross.edu,quinnipiac.edu
vill.edu,southern.edu
goucher.edu,uml.edu
swarthmore.edu,carlow.edu
hpu.edu,usc.edu
hanover.edu,uvm.edu
aamu.edu,roanoke.edu
eku.edu,iup.edu
sfsu.edu,stanford.edu
saintjoe.edu,fortlewis.edu
dana.edu,nich.edu
whitman.edu,grace.edu
wittenberg.edu,udc.edu
utampa.edu,cmc.edu
uncg.edu,transy.edu
cityu.edu,duq.edu
ulaverne.edu,susqu.edu
caltech.edu,cgs.edu
meredith.edu,denison.edu
evansville.edu,goshen.edu
stolaf.edu,yu.edu
uidaho.edu,auc.edu
ambassador.edu,montana.edu
dsc.edu,stanford.edu
scarolina.edu,simons-rock.edu
cc.colorado.edu,hanover.edu
unl.edu,umfk.maine.edu
rollins.edu,nwu.edu
mcad.edu,kean.edu
byu.edu,tabor.edu
nwmissouri.edu,rhodes.edu
sjc.edu,northern.edu
orst.edu,pdx.edu
carthage.edu,northland.edu
westminster.edu,wisc.edu
oswego.edu,unl.edu
utulsa.edu,wellesley.edu
psu.edu,lemoyne.edu
csusm.edu,newhaven.edu
njit.edu,fiu.edu
bradley.edu,sjcme.edu
cord.edu,sunyit.edu
mtech.edu,riv.edu
mscfs.edu,bju.edu
southwestern.edu,ccaa.edu
augie.edu,runet.edu
bethany.edu,csuohio.edu
ltu.edu,erau.edu
nhc.edu,mum.edu
iusb.indiana.edu,muw.edu
thomas.edu,woodburyu.edu
cn.edu,drake.edu
lhup.edu,csuhayward.edu
oswego.edu,vtc.vsc.edu
lrc.edu,hiram.edu
lincoln.edu,cooper.edu
beloit.edu,mcrest.edu
wmc.edu,uri.edu
smith.edu,juniata.edu
carlow.edu,npcts.edu
anselm.edu,guilford.edu
usouthal.edu,ncbc.edu
scwww.ctstateu.edu,edgewood.edu
cmc.edu,buffalo.edu
puc.edu,ipfw.indiana.edu
scarolina.edu,mit.edu
southwestern.edu,rhodes.edu
pitt.edu,ufl.edu
drew.edu,sunyit.edu
avila.edu,mwsu.edu
wisc.edu,iastate.edu
orst.edu,unf.edu
ambassador.edu,etsu-tn.edu
plu.edu,astate.edu
central.edu,uog.edu
judson.edu,msstate.edu
ollusa.edu,bcm.tmc.edu
nich.edu,pcci.edu
uvm.edu,creighton.edu
thomasmore.edu,gettysburg.edu
wheaton.edu,uscolo.edu
jmu.edu,wsc.colorado.edu
niu.edu,pittstate.edu
gannon.edu,uga.edu
ccsu.ctstateu.edu,pbac.edu
trenton.edu,caltech.edu
vcsu.nodak.edu,widener.edu
wayne.edu,iusb.indiana.edu
woodburyu.edu,goshen.edu
gatech.edu,barry.edu
montana.edu,crk.umn.edu
whitman.edu,riv.edu
csc.edu,pembroke.edu
nku.edu,jhu.edu
unr.edu,alverno.edu
jones.edu,wcu.edu
campbell.edu,sl.psu.edu
rit.edu,mankato.msus.edu
rocky.edu,bgsu.edu
cc.colorado.edu,uakron.edu
csp.edu,ogi.edu
smu.edu,muc.edu
uwsp.edu,csudh.edu
wnmu.edu,uky.edu
ewu.edu,apsu.edu
newpaltz.edu,calstate.edu
lssu.edu,quincy.edu
csuchico.edu,okbu.edu
chesapeake.edu,eku.edu
sdsu.edu,msoe.edu
ucdavis.edu,stedwards.edu
graceland.edu,tnstate.edu
d.umn.edu,hampshire.edu
northern.edu,cmu.edu
uww.edu,nlu.edu
suu.edu,rmc.edu
vassar.edu,bennington.edu
wells.edu,rollins.edu
wpi.edu,cgs.edu
ogi.edu,princeton.edu
fresno.edu,nyu.edu
clarion.edu,sarasota.fl.us
uwyo.edu,cofc.edu
unr.edu,stolaf.edu
coker.edu,bbc.edu
acu.edu,lynchburg.edu
huntingdon.edu,wilmington.edu
apsu.edu,ollusa.edu
millsaps.edu,oberlin.edu
uca.edu,usao.edu
mscfs.edu,berkeley.edu
nau.edu,lunet.edu
utep.edu,ucsb.edu
utsa.edu,uncwil.edu
philacol.edu,umich.edu
avila.edu,waynesburg.edu
graceland.edu,olivet.edu
beaver.edu,thomas.edu
ncsu.edu,dwu.edu
lewisu.edu,kean.edu
devry-phx.edu,uor.edu
thomasmore.edu,csp.edu
cord.edu,wellesley.edu
nhc.edu,idbsu.edu
sfsu.edu,mcg.edu
berea.edu,utm.edu
ncat.edu,ibc.edu
messiah.edu,uah.edu
samford.edu,bgsu.edu
csc.edu,iusb.indiana.edu
huntingdon.edu,baldwinw.edu
umf.maine.edu,uconn.edu
augsburg.edu,stolaf.edu
indwes.edu,sarasota.fl.us
lhup.edu,lemoyne.edu
umfk.maine.edu,drake.edu
antiochla.edu,colorado.edu
udmercy.edu,gsw.peachnet.edu
umcp.umd.edu,marymt.edu
dominican.edu,usc.edu
uah.edu,jfku.edu
evergreen.edu,ohiou.edu
indstate.edu,gac.edu
fisk.edu,apsu.edu
nu.edu,ndsu.nodak.edu
marymt.edu,poly.edu
fsu.edu,saintjoe.edu
colostate.edu,uofs.edu
ccsu.ctstateu.edu,ursinus.edu
rowan.edu,nau.edu
cbu.edu,syr.edu
widener.edu,wm.edu
suffolk.edu,csuchico.edu
nmt.edu,puc.edu
colsouth.edu,bridgeport.edu
ibc.edu,gsu.edu
brandeis.edu,berkeley.edu
ncat.edu,uh.edu
skidmore.edu,jcsu.edu
montreat.edu,rpi.edu
csulb.edu,gfc.edu
tucsonu.edu,lsua.edu
marietta.edu,csuohio.edu
nnc.edu,csuohio.edu
wilberforce.edu,uiu.edu
nova.edu,lsu.edu
hunter.cuny.edu,umassp.edu
alleg.edu,widener.edu
sfasu.edu,wcsu.ctstateu.edu
umfk.maine.edu,alma.edu
fit.edu,ithaca.edu
thomas.edu,llu.edu
wooster.edu,gwu.edu
smith.edu,usf.edu
nyit.edu,cofc.edu
devry.edu,hendrix.edu
colsouth.edu,aurora.edu
lsua.edu,newhaven.edu
hofstra.edu,bowdoin.edu
pepperdine.edu,hope.edu
wofford.edu,sdstate.edu
lclark.edu,allencol.edu
auc.edu,csc.edu
sbc.edu,hunter.cuny.edu
trenton.edu,devrycols.edu
sjsu.edu,msjnet.edu
nmt.edu,cmsu.edu
wilmington.edu,jones.edu
stedwards.edu,transy.edu
mwsu.edu,dsu.edu
ship.edu,mtholyoke.edu
usc.edu,uog.edu
misu.nodak.edu,bgu.edu
enmu.edu,cooper.edu
tusk.edu,ccsu.ctstateu.edu
oswego.edu,cbu.edu
fgcu.edu,waynesburg.edu
kings.edu,fit.edu
semo.edu,valpo.edu
mines.colorado.edu,sapc.edu
sju.edu,jcsu.edu
aquinas.edu,depauw.edu
hiram.edu,wooster.edu
su.edu,ipfw.indiana.edu
angelo.edu,svsu.edu
wells.edu,hanover.edu
uiowa.edu,fit.edu
peru.edu,udel.edu
dsc.edu,simpson.edu
carthage.edu,swmed.edu
erau.edu,dbq.edu
bu.edu,csc.edu
wilmington.edu,colorado.edu
manc.edu,uwsp.edu
bgsu.edu,skc.edu
gmi.edu,shsu.edu
montreat.edu,bennington.edu
lwc.edu,sbc.edu
heidelberg.edu,usm.edu
simons-rock.edu,uwec.edu
edinboro.edu,mercer.peachnet.edu
macalstr.edu,utsystem.edu
rose-hulman.edu,umm.maine.edu
nsu.edu,msu.edu
bowdoin.edu,hanover.edu
umf.maine.edu,auc.edu
devry-phx.edu,univnorthco.edu
csufresno.edu,csuohio.edu
runet.edu,monmouth.edu
udmercy.edu,babson.edu
ucr.edu,msoe.edu
okstate.edu,tulane.edu
naz.edu,mercer.peachnet.edu
nlu.edu,strayer.edu
millikin.edu,wmc.car.md.us
ncat.edu,iusb.indiana.edu
enmu.edu,samford.edu
iusb.indiana.edu,westmont.edu
rutgers.edu,cnuas.edu
apu.edu,truman.edu
unomaha.edu,northern.edu
bryant.edu,stthomas.edu
usc.clu.edu,wsc.mass.edu
clemson.edu,tju.edu
ncbc.edu,hartwick.edu
odu.edu,fau.edu
plattsburgh.edu,regis.edu
tusk.edu,wcslc.edu
fullerton.edu,mwsc.edu
swt.edu,eiu.edu
sbc.edu,montreat.edu
westminster-mo.edu,fiu.edu
smsu.edu,hendrix.edu
wayne.edu,erau.edu
princeton.edu,scwww.ctstateu.edu
lasalle.edu,NCCU.edu
marlboro.edu,caltech.edu
hampshire.edu,fplc.edu
ccsu.ctstateu.edu,gallaudet.edu
rochester.edu,rockhurst.edu
uvm.edu,kean.edu
usma.edu,artic.edu
unl.edu,hws.edu
marist.edu,mu.edu
ccaa.edu,iusb.indiana.edu
wmwoods.edu,wmitchell.edu
lsua.edu,ccaa.edu
northern.edu,cuc.edu
susqu.edu,muskingum.edu
uidaho.edu,hendrix.edu
moorhead.msus.edu,middlebury.edu
umn.edu,miami.edu
uic.edu,lawrence.edu
iusb.indiana.edu,ohio-state.edu
yu.edu,loyola.edu
dwu.edu,uta.edu
uofport.edu,sbuniv.edu
fuller.edu,uhh.hawaii.edu
idbsu.edu,olemiss.edu
morgan.edu,kutztown.edu
nku.edu,csusb.edu
tufts.edu,potsdam.edu
utk.edu,providence.edu
gsw.peachnet.edu,wmc.edu
wsc.colorado.edu,hpu.edu
usma.edu,ucr.edu
fdu.edu,messiah.edu
ndsu.nodak.edu,cmc.edu
angelo.edu,fau.edu
rmwc.edu,lrc.edu
ntu.edu,uchicago.edu
alasu.edu,rockefeller.edu
goucher.edu,csus.edu
mancol.edu,marymount.edu
oit.osshe.edu,mtu.edu
campbellsvil.edu,ua.edu
campbellsvil.edu,nau.edu
sage.edu,alma.edu
uww.edu,louisville.edu
carlow.edu,cobleskill.edu
nich.edu,nu.edu
metro.msus.edu,calstate.edu
enmu.edu,bennington.edu
dsc.edu,hsc.edu
ufl.edu,widener.edu
fairmont.wvnet.edu,lemoyne.edu
hanover.edu,metro.inter.edu
rider.edu,winona.msus.edu
csusm.edu,eosc.osshe.edu
ecok.edu,sc.edu
chesapeake.edu,andrews.edu
amherst.edu,cofc.edu
nova.edu,nmclites.edu
ecu.edu,stedwards.edu
marietta.edu,usf.edu
winona.msus.edu,iusb.indiana.edu
sewanee.edu,dsc.edu
hawaii.edu,hws.edu
columbia.edu,rmc.edu
uidaho.edu,umassp.edu
usc.clu.edu,NCCU.edu
ici.edu,sju.edu
pitt.edu,csupomona.edu
bridgeport.edu,riv.edu
usao.edu,udel.edu
uu.edu,usc.edu
purduenc.edu,northern.edu
marietta.edu,marion.ohio-state.edu
auburn.edu,stevens-tech.edu
stevens-tech.edu,wittenberg.edu
utoledo.edu,pomona.edu
tntech.edu,calstatela.edu
utsa.edu,plattsburgh.edu
uvsc.edu,bennington.edu
cgs.edu,uakron.edu
vcu.edu,nau.edu
bsu.edu,mcg.edu
goucher.edu,geneseo.edu
haskell.edu,shu.edu
cameron.edu,und.nodak.edu
aquinas.edu,uwsa.edu
oxy.edu,rmc.edu
csulb.edu,susqu.edu
umkc.edu,cmich.edu
csum.edu,isu.edu
taftu.edu,fairmont.wvnet.edu
winthrop.edu,wuacc.edu
uog.edu,miami.edu
providence.edu,utmdacc.uth.tmc.edu
uca.edu,hmc.edu
csc.edu,lamar.edu
ius.indiana.edu,wcsu.ctstateu.edu
northeastern.edu,uop.edu
sage.edu,wcslc.edu
wilpaterson.edu,usf.edu
utah.edu,ipfw.indiana.edu
msjnet.edu,shu.edu
wit.edu,chesapeake.edu
otterbein.edu,vt.edu
csuhayward.edu,berkeley.edu
maine.edu,strose.edu
stolaf.edu,philacol.edu
utexas.edu,umpi.maine.edu
rocky.edu,indstate.edu
uvi.edu,uophx.edu
latech.edu,nyit.edu
aquinas.edu,sarasota.fl.us
unh.edu,monm.edu
macalstr.edu,yale.edu
augustana.edu,uwlax.edu
crk.umn.edu,sonoma.edu
malone.edu,louisville.edu
d.umn.edu,uchicago.edu
ucsd.edu,uvm.edu
ucsd.edu,uwm.edu
thecoo.edu,dwc.edu
carleton.edu,pembroke.edu
usafa.af.mil,iit.edu
acu.edu,mwsu.edu
bu.edu,austinc.edu
twu.edu,csc.vsc.edu
valdosta.peachnet.edu,marietta.edu
wvu.edu,lunet.edu
lunet.edu,truman.edu
mankato.msus.edu,mtu.edu
wartburg.edu,usfca.edu
uwec.edu,uiu.edu
quincy.edu,cbu.edu
calstate.edu,ramapo.edu
jwu.edu,odu.edu
whitman.edu,kenyon.edu
geneseo.edu,uncc.edu
huntcol.edu,bhsu.edu
rmc.edu,niu.edu
ucsf.edu,sdsmt.edu
etsu-tn.edu,montana.edu
olivet.edu,dsu.edu
uu.edu,usfca.edu
taftu.edu,thomas.edu
sbc.edu,emmanuel.edu
utep.edu,lawrence.edu
evergreen.edu,northeastern.edu
stcl.edu,calvin.edu
cedarville.edu,nmt.edu
mtholyoke.edu,denison.edu
mwsu.edu,uams.edu
monm.edu,purduenc.edu
odc.edu,ntu.edu
usu.edu,clarke.edu
wcupa.edu,fsufay.edu
dsc.edu,shsu.edu
vt.edu,gmu.edu
uindy.edu,umassd.edu
tsu.edu,messiah.edu
snybuf.edu,simmons.edu
adelphi.edu,quincy.edu
cooper.edu,shu.edu
udel.edu,loras.edu
bgu.edu,ilstu.edu
oberlin.edu,hsc.edu
uww.edu,csc.peachnet.edu
misu.nodak.edu,onu.edu
mancol.edu,uncc.edu
phillips.edu,caltech.edu
usc.clu.edu,juniata.edu
newhaven.edu,jhu.edu
kean.edu,colby.edu
usm.maine.edu,lamar.edu
edinboro.edu,dbq.edu
samford.edu,juniata.edu
ursinus.edu,shu.edu
bethany.wvnet.edu,fontbonne.edu
gmu.edu,uncc.edu
calpoly.edu,nu.edu
wnmu.edu,sjsu.edu
niagara.edu,hendrix.edu
uww.edu,famu.edu
css.edu,alasu.edu
utk.edu,utmb.edu
purduenc.edu,uakron.edu
hpu.edu,southwestern.edu
drake.edu,sct.edu
emich.edu,stmarys-ca.edu
princeton.edu,wsc.mass.edu
drexel.edu,usu.edu
dsc.edu,utm.edu
kent.edu,uwosh.edu
carleton.edu,monm.edu
ntu.edu,american.edu
waldenu.edu,clarion.edu
gfc.edu,uofs.edu
wellesley.edu,mscfs.edu
sunyit.edu,hamilton.edu
roanoke.edu,utep.edu
nwu.edu,udallas.edu
cudenver.edu,jewell.edu
vassar.edu,sl.psu.edu
indstate.edu,lcsc.edu
sapc.edu,wcslc.edu
summitunivofla.edu,awc.cc.az.us
uwp.edu,utulsa.edu
deltast.edu,marion.ohio-state.edu
tnstate.edu,phillips.edu
manc.edu,dwu.edu
sjsu.edu,bethel.edu
ltu.edu,suu.edu
mcg.edu,sdsmt.edu
ab.umd.edu,gonzaga.edu
biola.edu,msu.edu
harding.edu,uakron.edu
okbu.edu,unf.edu
mursuky.edu,linfield.edu
cua.edu,goshen.edu
marion.ohio-state.edu,hsc.colorado.edu
sacredheart.edu,wlu.edu
plattsburgh.edu,emory.edu
utm.edu,subr.edu
uop.edu,philacol.edu
avila.edu,wilpaterson.edu
calcoastuniv.edu,wcula.edu
utexas.edu,sapc.edu
kings.edu,gsw.peachnet.edu
nps.navy.mil,grin.edu
rpi.edu,hope.edu
uop.edu,ab.umd.edu
dartmouth.edu,towson.edu
molloy.edu,creighton.edu
taiu.edu,wilberforce.edu
gsu.edu,hmc.edu
esu.edu,umcp.umd.edu
jewell.edu,truman.edu
okstate.edu,emmanuel.edu
dsc.edu,univnorthco.edu
sfcpa.edu,marshall.edu
hsc.edu,augie.edu
uww.edu,emmanuel.edu
indwes.edu,gallaudet.edu
uta.edu,udc.edu
northern.edu,wartburg.edu
coe.edu,austinc.edu
uri.edu,fau.edu
benedictine.edu,trincoll.edu
